judge_label,split_id,dev_models,test_models,dev_size,test_size,n_questions,topdisc_rho,topdisc_tau,topdisc_pairwise_acc,topdisc_top1_match,random_trials,random_mean_rho,random_std_rho,random_min_rho,random_max_rho,random_p05_rho,random_p95_rho,random_mean_tau,random_mean_pairwise_acc,random_mean_top1_match,topdisc_beats_random_trial_rate
internlm20b,68,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta",7,4,25,1.0,1.0,1.0,1.0,200,0.772,0.2416940214403327,0.19999999999999996,1.0,0.4,1.0,0.732,0.8520833333333333,0.545,0.64
internlm20b,68,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta",7,4,30,1.0,1.0,1.0,1.0,200,0.805,0.20438933435969694,0.19999999999999996,1.0,0.4,1.0,0.753,0.8666666666666667,0.6,0.65
internlm20b,68,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta",7,4,40,1.0,1.0,1.0,1.0,200,0.854,0.1717090562550502,0.19999999999999996,1.0,0.4,1.0,0.8029999999999999,0.8954166666666666,0.73,0.56
internlm20b,68,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta",7,4,60,1.0,1.0,1.0,1.0,200,0.9450000000000001,0.1018577439373168,0.4,1.0,0.8,1.0,0.915,0.9554166666666667,0.85,0.255
internlm20b,68,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Zephyr-7B-beta",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,69,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat",7,4,10,1.0,1.0,1.0,1.0,200,0.28300000000000003,0.568252584683959,-1.0,1.0,-0.8,1.0,0.2095,0.6,0.45,0.85
internlm20b,69,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat",7,4,20,1.0,1.0,1.0,1.0,200,0.439,0.5595346280615705,-1.0,1.0,-0.8,1.0,0.3878333333333333,0.6879166666666666,0.5,0.785
internlm20b,69,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat",7,4,25,0.8,0.6666666666666666,0.8333333333333334,0.0,200,0.41200000000000003,0.5479562026293707,-1.0,1.0,-0.6099999999999999,1.0,0.36416666666666664,0.6741666666666667,0.455,0.53
internlm20b,69,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat",7,4,30,0.8,0.6666666666666666,0.8333333333333334,0.0,200,0.48500000000000004,0.527802046225666,-1.0,1.0,-0.4199999999999995,1.0,0.4393333333333333,0.7108333333333333,0.6,0.485
internlm20b,69,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat",7,4,40,0.8,0.6666666666666666,0.8333333333333334,0.0,200,0.652,0.42813082112830886,-0.8,1.0,-0.3999999999999999,1.0,0.6023333333333333,0.7925,0.635,0.335
internlm20b,69,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat",7,4,60,1.0,1.0,1.0,1.0,200,0.831,0.31502222143842484,-0.3999999999999999,1.0,0.19000000000000017,1.0,0.787,0.8925,0.79,0.375
internlm20b,69,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,70,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct",7,4,10,1.0,1.0,1.0,1.0,200,0.457,0.5037370345726032,-1.0,1.0,-0.3999999999999999,1.0,0.3915,0.6808333333333333,0.44,0.83
internlm20b,70,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.5800000000000001,0.44181444068749043,-1.0,1.0,-0.3999999999999999,1.0,0.5193333333333333,0.7475,0.545,0.79
internlm20b,70,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.685,0.3992179855667828,-1.0,1.0,-0.20999999999999974,1.0,0.6265,0.8008333333333334,0.535,0.695
internlm20b,70,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.766,0.26008460162031893,-0.19999999999999996,1.0,0.39000000000000024,1.0,0.7065,0.8429166666666666,0.625,0.645
internlm20b,70,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.807,0.27157135342300004,-0.8,1.0,0.39000000000000024,1.0,0.7556666666666666,0.87125,0.72,0.58
internlm20b,70,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.9450000000000001,0.1018577439373168,0.4,1.0,0.8,1.0,0.918,0.9570833333333333,0.865,0.255
internlm20b,70,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct","Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,71,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat","Llama-3.1-8B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,10,1.0,1.0,1.0,1.0,200,0.765,0.2595669470483482,-0.3999999999999999,1.0,0.19999999999999996,1.0,0.7616666666666666,0.85875,0.76,0.66
internlm20b,71,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat","Llama-3.1-8B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.903,0.15997187252764156,0.19999999999999996,1.0,0.5900000000000002,1.0,0.874,0.93125,0.91,0.36
internlm20b,71,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat","Llama-3.1-8B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.9400000000000001,0.10392304845413262,0.4,1.0,0.8,1.0,0.9163333333333333,0.95375,0.955,0.28
internlm20b,71,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat","Llama-3.1-8B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.9470000000000001,0.09482088377567463,0.4,1.0,0.8,1.0,0.9233333333333333,0.9575,0.93,0.255
internlm20b,71,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat","Llama-3.1-8B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.982,0.05723635208501673,0.8,1.0,0.8,1.0,0.9733333333333334,0.9841666666666666,0.99,0.09
internlm20b,71,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat","Llama-3.1-8B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,60,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,71,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Yi-1.5-9B-Chat","Llama-3.1-8B-Instruct,Zephyr-7B-beta,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,72,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,10,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.5740000000000001,0.43419350524852396,-0.8,1.0,-0.3999999999999999,1.0,0.5843333333333334,0.77625,0.735,0.445
internlm20b,72,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,20,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.744,0.308,-0.6000000000000001,1.0,0.19000000000000017,1.0,0.7273333333333333,0.84875,0.87,0.22
internlm20b,72,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.809,0.23857703158518842,-0.3999999999999999,1.0,0.4,1.0,0.7766666666666666,0.8770833333333333,0.925,0.655
internlm20b,72,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.841,0.1879334988765973,-0.19999999999999996,1.0,0.4,1.0,0.8003333333333333,0.8908333333333334,0.955,0.6
internlm20b,72,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.906,0.11816936997377957,0.19999999999999996,1.0,0.8,1.0,0.8693333333333333,0.9291666666666667,0.975,0.44
internlm20b,72,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.959,0.08074032449773778,0.8,1.0,0.8,1.0,0.95,0.9704166666666667,1.0,0.205
internlm20b,72,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,Zephyr-7B-beta","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,73,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct",7,4,10,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.73,0.26664583251946766,-0.3999999999999999,1.0,0.19999999999999996,1.0,0.6993333333333334,0.8316666666666667,0.83,0.275
internlm20b,73,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct",7,4,20,1.0,1.0,1.0,1.0,200,0.8290000000000001,0.19839102802294262,0.0,1.0,0.4,1.0,0.7753333333333333,0.8820833333333333,0.95,0.595
internlm20b,73,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct",7,4,25,1.0,1.0,1.0,1.0,200,0.86,0.16370705543744898,0.0,1.0,0.4,1.0,0.815,0.8983333333333333,0.975,0.565
internlm20b,73,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.911,0.1260119041995636,0.4,1.0,0.8,1.0,0.8716666666666667,0.9316666666666666,1.0,0.395
internlm20b,73,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct",7,4,40,1.0,1.0,1.0,1.0,200,0.91,0.10535653752852736,0.4,1.0,0.8,1.0,0.8666666666666667,0.92875,1.0,0.44
internlm20b,73,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.962,0.0784601809837321,0.8,1.0,0.8,1.0,0.945,0.9704166666666667,1.0,0.19
internlm20b,73,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,granite-3.1-8b-instruct",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,74,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it",7,4,10,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.597,0.32092210892987727,-0.6000000000000001,1.0,0.0,1.0,0.5618333333333333,0.7654166666666666,0.585,0.485
internlm20b,74,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it",7,4,20,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.76,0.233238075793812,-0.3999999999999999,1.0,0.4,1.0,0.6913333333333334,0.8375,0.7,0.23
internlm20b,74,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it",7,4,25,1.0,1.0,1.0,1.0,200,0.8230000000000001,0.19305698640556887,0.19999999999999996,1.0,0.4,1.0,0.772,0.8783333333333333,0.765,0.625
internlm20b,74,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it",7,4,30,1.0,1.0,1.0,1.0,200,0.848,0.15522886329545804,0.19999999999999996,1.0,0.5900000000000002,1.0,0.786,0.8870833333333333,0.86,0.63
internlm20b,74,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it",7,4,40,1.0,1.0,1.0,1.0,200,0.889,0.11949476976001919,0.4,1.0,0.8,1.0,0.835,0.9133333333333333,0.895,0.515
internlm20b,74,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it",7,4,60,1.0,1.0,1.0,1.0,200,0.961,0.0792401413426301,0.8,1.0,0.8,1.0,0.9466666666666667,0.9704166666666667,0.975,0.195
internlm20b,74,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,SOLAR-10.7B-Instruct,granite-3.1-8b-instruct","Llama-3.1-8B-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta,gemma-2-9b-it",7,4,80,1.0,1.0,1.0,1.0,200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
internlm20b,75,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta","Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,10,1.0,1.0,1.0,1.0,200,0.5770000000000001,0.5064296594789843,-1.0,1.0,-0.3999999999999999,1.0,0.6226666666666667,0.7958333333333334,0.75,0.675
internlm20b,75,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta","Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,20,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.791,0.2941411225925406,-0.3999999999999999,1.0,0.38000000000000045,1.0,0.7883333333333333,0.8808333333333334,0.905,0.175
internlm20b,75,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta","Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,25,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.845,0.23446748175386709,-0.19999999999999996,1.0,0.4,1.0,0.82,0.9020833333333333,0.92,0.125
internlm20b,75,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta","Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,30,1.0,1.0,1.0,1.0,200,0.89,0.15066519173319362,0.19999999999999996,1.0,0.6,1.0,0.8503333333333333,0.92,0.96,0.435
internlm20b,75,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta","Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,40,0.8,0.6666666666666666,0.8333333333333334,1.0,200,0.915,0.12072696467649635,0.4,1.0,0.8,1.0,0.877,0.9354166666666667,0.995,0.03
internlm20b,75,"EXAONE-3.5-7.8B-Instruct,Falcon3-7B-Instruct,Mistral-7B-Instruct-v0.3,OLMo-2-1124-7B-Instruct,Phi-3.5-mini-Instruct,Yi-1.5-9B-Chat,Zephyr-7B-beta","Llama-3.1-8B-Instruct,SOLAR-10.7B-Instruct,gemma-2-9b-it,granite-3.1-8b-instruct",7,4,60,1.0,1.0,1.0,1.0,200,0.9470000000000001,0.08826664149042943,0.8,1.0,0.8,1.0,0.915,0.9566666666666667,1.0,0.265
